1	2	4	8	16	32	64
1	1.98	3.89	7.26	12.45	19.67	21.45
1	1.96	3.84	7.65	13.43	20.98	22.34
1	2.001	3.94	7.63	12.57	18.8	29.34
1	1.98	3.69	6.98	13.84	23.54	28.6
1	2.001	3.99	7.94	14.2	26.01	35.67
